processo;dt_abertura;dt_faturamento;servico;vlr_faturamento;modal
1535/23;10/04/2023;06/06/2023;Agenciamento;1991,14;OCEANFREIGHT / FCL
803/23;28/02/2023;06/06/2023;Agenciamento;1477,34;OCEANFREIGHT / FCL
IM0273-23;27/02/2023;06/06/2023;Agenciamento;1159,59;OCEANFREIGHT / FCL
OC0402/23;16/03/2023;06/06/2023;Agenciamento;1157,92;OCEANFREIGHT / FCL
OC0404/23;16/03/2023;06/06/2023;Agenciamento;1157,92;OCEANFREIGHT / FCL
OE0701/23;29/05/2023;06/06/2023;Agenciamento;2791,15;AIRFREIGHT
OP0472/23;14/04/2023;06/06/2023;Agenciamento;1365,63;OCEANFREIGHT / FCL
OP0484/23;06/04/2023;06/06/2023;Agenciamento;2507,4;OCEANFREIGHT / FCL
1342/23;27/03/2023;06/06/2023;Desembaraço;2180;OCEANFREIGHT / FCL
1377/23;29/03/2023;06/06/2023;Desembaraço;1800;OCEANFREIGHT / FCL
1571/23;11/04/2023;06/06/2023;Desembaraço;936;AIRFREIGHT
1608/23;13/04/2023;06/06/2023;Desembaraço;1800;OCEANFREIGHT / FCL
1978/23;09/05/2023;06/06/2023;Desembaraço;5020;AIRFREIGHT
2148/23;17/05/2023;06/06/2023;Desembaraço;1070;AIRFREIGHT
2211/23;19/05/2023;06/06/2023;Desembaraço;998;RODOVIARIO
2337/23;24/05/2023;06/06/2023;Desembaraço;998;RODOVIARIO
2338/23;24/05/2023;06/06/2023;Desembaraço;998;RODOVIARIO
2473/23;01/06/2023;06/06/2023;Desembaraço;1320;AIRFREIGHT
2501/23;05/06/2023;06/06/2023;Desembaraço;1880;OCEANFREIGHT
2506/23;05/06/2023;06/06/2023;Desembaraço;1600;OCEANFREIGHT
2523/23;06/06/2023;06/06/2023;Desembaraço;2130;OCEANFREIGHT
2524/23;06/06/2023;06/06/2023;Desembaraço;2130;OCEANFREIGHT
2525/23;06/06/2023;06/06/2023;Desembaraço;1778;AIRFREIGHT
2540/23;06/06/2023;06/06/2023;Desembaraço;1320;
2728/22;15/07/2022;06/06/2023;Desembaraço;1302;OCEANFREIGHT / FCL
893/23;06/03/2023;06/06/2023;Desembaraço;998;OCEANFREIGHT / FCL
915/23;07/03/2023;06/06/2023;Desembaraço;1788;OCEANFREIGHT / FCL
1342/23;27/03/2023;06/06/2023;Seguro;5481;OCEANFREIGHT / FCL
1377/23;29/03/2023;06/06/2023;Seguro;691;OCEANFREIGHT / FCL
1571/23;11/04/2023;06/06/2023;Seguro;287;AIRFREIGHT
1608/23;13/04/2023;06/06/2023;Seguro;420;OCEANFREIGHT / FCL
1978/23;09/05/2023;06/06/2023;Seguro;422;AIRFREIGHT
2473/23;01/06/2023;06/06/2023;Seguro;326;AIRFREIGHT
2501/23;05/06/2023;06/06/2023;Seguro;863;OCEANFREIGHT
2506/23;05/06/2023;06/06/2023;Seguro;896;OCEANFREIGHT
2523/23;06/06/2023;06/06/2023;Seguro;634;OCEANFREIGHT
2524/23;06/06/2023;06/06/2023;Seguro;1267;OCEANFREIGHT
2525/23;06/06/2023;06/06/2023;Seguro;273;AIRFREIGHT
2413/23;29/05/2023;06/06/2023;Trading;8952;
2473/23;01/06/2023;06/06/2023;Trading;4493;AIRFREIGHT
2476/23;01/06/2023;06/06/2023;Trading;13960;OCEANFREIGHT
2491/23;02/06/2023;06/06/2023;Trading;28537;AIRFREIGHT
1767/23;25/04/2023;07/06/2023;Agenciamento;2526,62;OCEANFREIGHT / LCL
2109/23;16/05/2023;07/06/2023;Agenciamento;2836,2;AIRFREIGHT
IM0519-23;05/04/2023;07/06/2023;Agenciamento;829,74;OCEANFREIGHT
103/23;11/01/2023;07/06/2023;Desembaraço;924;OCEANFREIGHT / FCL
1107/23;20/03/2023;07/06/2023;Desembaraço;1095;OCEANFREIGHT / FCL
1143/23;21/03/2023;07/06/2023;Desembaraço;1148;OCEANFREIGHT / FCL
1211/23;23/03/2023;07/06/2023;Desembaraço;726;RODOVIARIO
1212/23;23/03/2023;07/06/2023;Desembaraço;726;RODOVIARIO
1273/23;24/03/2023;07/06/2023;Desembaraço;726;RODOVIARIO
2118/23;16/05/2023;07/06/2023;Desembaraço;3963;RODOVIARIO
2411/23;29/05/2023;07/06/2023;Desembaraço;821;
2461/23;31/05/2023;07/06/2023;Desembaraço;1400;
2535/23;06/06/2023;07/06/2023;Desembaraço;1320;
2560/23;06/06/2023;07/06/2023;Desembaraço;1320;OCEANFREIGHT
2562/23;06/06/2023;07/06/2023;Desembaraço;1320;
2580/23;07/06/2023;07/06/2023;Desembaraço;2280;OCEANFREIGHT
2585/23;07/06/2023;07/06/2023;Desembaraço;1320;RODOVIARIO
2587/23;07/06/2023;07/06/2023;Desembaraço;1968;RODOVIARIO
3928/22;29/09/2022;07/06/2023;Desembaraço;2799;OCEANFREIGHT / FCL
5106/22;14/12/2022;07/06/2023;Desembaraço;1122;OCEANFREIGHT / FCL
558/23;14/02/2023;07/06/2023;Desembaraço;1104;OCEANFREIGHT / FCL
835/23;02/03/2023;07/06/2023;Desembaraço;998;OCEANFREIGHT / LCL
2411/23;29/05/2023;07/06/2023;Seguro;271;
2461/23;31/05/2023;07/06/2023;Seguro;638;
2535/23;06/06/2023;07/06/2023;Seguro;245;
2543/23;06/06/2023;07/06/2023;Seguro;304;OCEANFREIGHT
2560/23;06/06/2023;07/06/2023;Seguro;1302;OCEANFREIGHT
2562/23;06/06/2023;07/06/2023;Seguro;500;
2580/23;07/06/2023;07/06/2023;Seguro;563;OCEANFREIGHT
2585/23;07/06/2023;07/06/2023;Seguro;702;RODOVIARIO
558/23;14/02/2023;07/06/2023;Seguro;204;OCEANFREIGHT / FCL
2501/23;05/06/2023;07/06/2023;Trading;10586;OCEANFREIGHT
2524/23;06/06/2023;07/06/2023;Trading;1320;OCEANFREIGHT
2585/23;07/06/2023;07/06/2023;Trading;5709;RODOVIARIO
2587/23;07/06/2023;07/06/2023;Trading;1980;RODOVIARIO
3928/22;29/09/2022;07/06/2023;Trading;13021;OCEANFREIGHT / FCL
1582/23;12/04/2023;09/06/2023;Agenciamento;2056,44;OCEANFREIGHT / FCL
2329/23;24/05/2023;09/06/2023;Agenciamento;8424,69;AIRFREIGHT
5179/22;19/12/2022;09/06/2023;Agenciamento;1995,1;OCEANFREIGHT / LCL
1039/23;14/03/2023;09/06/2023;Desembaraço;924;OCEANFREIGHT / FCL
2329/23;24/05/2023;09/06/2023;Desembaraço;1520;AIRFREIGHT
2598/23;07/06/2023;09/06/2023;Desembaraço;1258;OCEANFREIGHT
422/23;02/02/2023;09/06/2023;Desembaraço;1222;AIRFREIGHT
937/23;08/03/2023;09/06/2023;Desembaraço;924;OCEANFREIGHT / FCL
940/23;08/03/2023;09/06/2023;Desembaraço;924;OCEANFREIGHT / FCL
2329/23;24/05/2023;09/06/2023;Seguro;638;AIRFREIGHT
2598/23;07/06/2023;09/06/2023;Seguro;763;OCEANFREIGHT
2623/23;09/06/2023;09/06/2023;Seguro;855;OCEANFREIGHT
2411/23;29/05/2023;09/06/2023;Trading;2599;
2461/23;31/05/2023;09/06/2023;Trading;5766;
2523/23;06/06/2023;09/06/2023;Trading;1320;OCEANFREIGHT
2525/23;06/06/2023;09/06/2023;Trading;3002;AIRFREIGHT
2535/23;06/06/2023;09/06/2023;Trading;4423;
422/23;02/02/2023;09/06/2023;Trading;1320;AIRFREIGHT
835/23;02/03/2023;09/06/2023;Trading;998;OCEANFREIGHT / LCL
2066/23;12/05/2023;12/06/2023;Agenciamento;2414,39;AIRFREIGHT
1144/23;21/03/2023;12/06/2023;Desembaraço;1148;OCEANFREIGHT / FCL
1407/23;30/03/2023;12/06/2023;Desembaraço;924;OCEANFREIGHT / FCL
1535/23;10/04/2023;12/06/2023;Desembaraço;1376;OCEANFREIGHT / FCL
1866/23;29/04/2023;12/06/2023;Desembaraço;1116;AIRFREIGHT
2066/23;12/05/2023;12/06/2023;Desembaraço;1320;AIRFREIGHT
2109/23;16/05/2023;12/06/2023;Desembaraço;726;AIRFREIGHT
2257/23;22/05/2023;12/06/2023;Desembaraço;924;AIRFREIGHT
2591/23;07/06/2023;12/06/2023;Desembaraço;1600;OCEANFREIGHT
2622/23;09/06/2023;12/06/2023;Desembaraço;998;RODOVIARIO
2624/23;09/06/2023;12/06/2023;Desembaraço;1815;OCEANFREIGHT
2644/23;12/06/2023;12/06/2023;Desembaraço;1056;OCEANFREIGHT
4315/22;25/10/2022;12/06/2023;Desembaraço;1582;OCEANFREIGHT / LCL
887/23;06/03/2023;12/06/2023;Desembaraço;1241;OCEANFREIGHT / FCL
1535/23;10/04/2023;12/06/2023;Seguro;601;OCEANFREIGHT / FCL
2066/23;12/05/2023;12/06/2023;Seguro;267;AIRFREIGHT
2591/23;07/06/2023;12/06/2023;Seguro;883;OCEANFREIGHT
2624/23;09/06/2023;12/06/2023;Seguro;2130;OCEANFREIGHT
4315/22;25/10/2022;12/06/2023;Seguro;265;OCEANFREIGHT / LCL
2319/23;24/05/2023;12/06/2023;Trading;1650;
2434/23;30/05/2023;12/06/2023;Trading;20174;
2543/23;06/06/2023;12/06/2023;Trading;2667;OCEANFREIGHT
2622/23;09/06/2023;12/06/2023;Trading;998;RODOVIARIO
39/23;05/01/2023;12/06/2023;Trading;1139;OCEANFREIGHT / FCL
1374/23;29/03/2023;13/06/2023;Agenciamento;1964,91;OCEANFREIGHT / FCL
1375/23;29/03/2023;13/06/2023;Agenciamento;1964,91;OCEANFREIGHT / FCL
1581/23;12/04/2023;13/06/2023;Agenciamento;1517,85;OCEANFREIGHT / LCL
406/23;01/02/2023;13/06/2023;Agenciamento;2959,52;OCEANFREIGHT / FCL
IM0358-23;10/03/2023;13/06/2023;Agenciamento;1128,58;OCEANFREIGHT
IM0737-23;11/05/2023;13/06/2023;Agenciamento;1910,16;OCEANFREIGHT
IM0738-23;11/05/2023;13/06/2023;Agenciamento;1421,47;OCEANFREIGHT
OE0027/23;14/04/2023;13/06/2023;Agenciamento;3779,05;OCEANFREIGHT / FCL
OE0275/23;14/04/2023;13/06/2023;Agenciamento;2049,88;OCEANFREIGHT / FCL
1058/23;15/03/2023;13/06/2023;Desembaraço;1070;OCEANFREIGHT / FCL
1374/23;29/03/2023;13/06/2023;Desembaraço;1520;OCEANFREIGHT / FCL
1375/23;29/03/2023;13/06/2023;Desembaraço;1520;OCEANFREIGHT / FCL
1711/23;19/04/2023;13/06/2023;Desembaraço;1116;OCEANFREIGHT / LCL
1803/23;26/04/2023;13/06/2023;Desembaraço;1374;OCEANFREIGHT / FCL
1976/23;09/05/2023;13/06/2023;Desembaraço;1918;AIRFREIGHT
2408/23;29/05/2023;13/06/2023;Desembaraço;1320;AIRFREIGHT
2652/23;13/06/2023;13/06/2023;Desembaraço;1640;OCEANFREIGHT
2653/23;13/06/2023;13/06/2023;Desembaraço;1320;
2664/23;13/06/2023;13/06/2023;Desembaraço;1700;OCEANFREIGHT
4684/22;21/11/2022;13/06/2023;Desembaraço;2040;RODOVIARIO
56/23;06/01/2023;13/06/2023;Desembaraço;977;OCEANFREIGHT / FCL
793/23;27/02/2023;13/06/2023;Desembaraço;977;OCEANFREIGHT / FCL
1711/23;19/04/2023;13/06/2023;Seguro;1453;OCEANFREIGHT / LCL
1976/23;09/05/2023;13/06/2023;Seguro;421;AIRFREIGHT
244/23;20/01/2023;13/06/2023;Seguro;388;OCEANFREIGHT / FCL
2652/23;13/06/2023;13/06/2023;Seguro;897;OCEANFREIGHT
4684/22;21/11/2022;13/06/2023;Seguro;1504;RODOVIARIO
56/23;06/01/2023;13/06/2023;Seguro;820;OCEANFREIGHT / FCL
793/23;27/02/2023;13/06/2023;Seguro;575;OCEANFREIGHT / FCL
2425/23;30/05/2023;13/06/2023;Trading;1980;
2560/23;06/06/2023;13/06/2023;Trading;27567;OCEANFREIGHT
2580/23;07/06/2023;13/06/2023;Trading;13451;OCEANFREIGHT
2598/23;07/06/2023;13/06/2023;Trading;31893;OCEANFREIGHT
2624/23;09/06/2023;13/06/2023;Trading;4180;OCEANFREIGHT
4684/22;21/11/2022;13/06/2023;Trading;35890;RODOVIARIO
56/23;06/01/2023;13/06/2023;Trading;279450;OCEANFREIGHT / FCL
1435/23;30/03/2023;14/06/2023;Agenciamento;927,23;OCEANFREIGHT / LCL
2119/23;16/05/2023;14/06/2023;Agenciamento;2514,3;AIRFREIGHT
647/23;17/02/2023;14/06/2023;Agenciamento;3774,94;OCEANFREIGHT / LCL
1077/23;16/03/2023;14/06/2023;Desembaraço;2096;OCEANFREIGHT / FCL
1189/23;23/03/2023;14/06/2023;Desembaraço;850;OCEANFREIGHT / FCL
1260/23;24/03/2023;14/06/2023;Desembaraço;906;OCEANFREIGHT / FCL
1333/23;24/03/2023;14/06/2023;Desembaraço;2993;OCEANFREIGHT / FCL
1344/23;27/03/2023;14/06/2023;Desembaraço;2096;OCEANFREIGHT / FCL
1438/23;31/03/2023;14/06/2023;Desembaraço;1320;OCEANFREIGHT / FCL
1440/23;31/03/2023;14/06/2023;Desembaraço;1320;OCEANFREIGHT / FCL
1441/23;31/03/2023;14/06/2023;Desembaraço;1320;OCEANFREIGHT / FCL
1573/23;11/04/2023;14/06/2023;Desembaraço;850;OCEANFREIGHT / FCL
1960/23;09/05/2023;14/06/2023;Desembaraço;900;AIRFREIGHT
1966/23;09/05/2023;14/06/2023;Desembaraço;1040;RODOVIARIO
2107/23;16/05/2023;14/06/2023;Desembaraço;924;RODOVIARIO
2119/23;16/05/2023;14/06/2023;Desembaraço;726;AIRFREIGHT
2291/23;23/05/2023;14/06/2023;Desembaraço;1144;RODOVIARIO
2385/23;26/05/2023;14/06/2023;Desembaraço;1116;AIRFREIGHT
2542/23;06/06/2023;14/06/2023;Desembaraço;726;RODOVIARIO
406/23;01/02/2023;14/06/2023;Desembaraço;1320;OCEANFREIGHT / FCL
831/23;02/03/2023;14/06/2023;Desembaraço;998;OCEANFREIGHT / FCL
834/23;02/03/2023;14/06/2023;Desembaraço;998;OCEANFREIGHT / FCL
1077/23;16/03/2023;14/06/2023;Seguro;1305;OCEANFREIGHT / FCL
1333/23;24/03/2023;14/06/2023;Seguro;1383;OCEANFREIGHT / FCL
1344/23;27/03/2023;14/06/2023;Seguro;612;OCEANFREIGHT / FCL
1960/23;09/05/2023;14/06/2023;Seguro;269;AIRFREIGHT
2385/23;26/05/2023;14/06/2023;Seguro;540;AIRFREIGHT
406/23;01/02/2023;14/06/2023;Seguro;659;OCEANFREIGHT / FCL
2384/23;26/05/2023;14/06/2023;Trading;19545;
2497/23;02/06/2023;14/06/2023;Trading;1980;OCEANFREIGHT
2509/23;05/06/2023;14/06/2023;Trading;998;RODOVIARIO
2653/23;13/06/2023;14/06/2023;Trading;801;
793/23;27/02/2023;14/06/2023;Trading;129251;OCEANFREIGHT / FCL
834/23;02/03/2023;14/06/2023;Trading;998;OCEANFREIGHT / FCL
1774/23;25/04/2023;15/06/2023;Agenciamento;1247,36;OCEANFREIGHT / FCL
IM0485-23;29/03/2023;15/06/2023;Agenciamento;1173,83;OCEANFREIGHT
IM0486-23;29/03/2023;15/06/2023;Agenciamento;816,34;OCEANFREIGHT
IM0487-23;29/03/2023;15/06/2023;Agenciamento;816,34;OCEANFREIGHT
IM0543-23;11/04/2023;15/06/2023;Agenciamento;1359,38;OCEANFREIGHT
OE0534/23;19/04/2023;15/06/2023;Agenciamento;1242,29;OCEANFREIGHT / FCL
1056/23;15/03/2023;15/06/2023;Desembaraço;998;OCEANFREIGHT / LCL
1164/23;22/03/2023;15/06/2023;Desembaraço;1730;OCEANFREIGHT / LCL
1188/23;23/03/2023;15/06/2023;Desembaraço;1050;OCEANFREIGHT / LCL
125/23;13/01/2023;15/06/2023;Desembaraço;1400;OCEANFREIGHT / FCL
1263/23;24/03/2023;15/06/2023;Desembaraço;2040;OCEANFREIGHT / FCL
1423/23;30/03/2023;15/06/2023;Desembaraço;674;OCEANFREIGHT / LCL
1456/23;03/04/2023;15/06/2023;Desembaraço;1550;OCEANFREIGHT / LCL
1621/23;14/04/2023;15/06/2023;Desembaraço;1560;OCEANFREIGHT / LCL
1625/23;14/04/2023;15/06/2023;Desembaraço;1176;OCEANFREIGHT / FCL
1767/23;25/04/2023;15/06/2023;Desembaraço;1800;OCEANFREIGHT / LCL
2072/23;15/05/2023;15/06/2023;Desembaraço;650;AIRFREIGHT
2156/23;17/05/2023;15/06/2023;Desembaraço;674;OCEANFREIGHT / LCL
2297/23;23/05/2023;15/06/2023;Desembaraço;660;AIRFREIGHT
2372/23;25/05/2023;15/06/2023;Desembaraço;660;AIRFREIGHT
2374/23;25/05/2023;15/06/2023;Desembaraço;660;AIRFREIGHT
2660/23;13/06/2023;15/06/2023;Desembaraço;1650;OCEANFREIGHT
2663/23;13/06/2023;15/06/2023;Desembaraço;1800;OCEANFREIGHT
2678/23;14/06/2023;15/06/2023;Desembaraço;1600;OCEANFREIGHT
2679/23;14/06/2023;15/06/2023;Desembaraço;1778;
2687/23;14/06/2023;15/06/2023;Desembaraço;1600;OCEANFREIGHT
2690/23;14/06/2023;15/06/2023;Desembaraço;1815;OCEANFREIGHT
2701/23;15/06/2023;15/06/2023;Desembaraço;1056;OCEANFREIGHT
392/23;31/01/2023;15/06/2023;Desembaraço;1506;OCEANFREIGHT / LCL
557/23;14/02/2023;15/06/2023;Desembaraço;1122;OCEANFREIGHT / LCL
1188/23;23/03/2023;15/06/2023;Seguro;294;OCEANFREIGHT / LCL
125/23;13/01/2023;15/06/2023;Seguro;280;OCEANFREIGHT / FCL
1263/23;24/03/2023;15/06/2023;Seguro;722;OCEANFREIGHT / FCL
1767/23;25/04/2023;15/06/2023;Seguro;1057;OCEANFREIGHT / LCL
2678/23;14/06/2023;15/06/2023;Seguro;901;OCEANFREIGHT
2679/23;14/06/2023;15/06/2023;Seguro;468;
2687/23;14/06/2023;15/06/2023;Seguro;951;OCEANFREIGHT
2690/23;14/06/2023;15/06/2023;Seguro;1815;OCEANFREIGHT
392/23;31/01/2023;15/06/2023;Seguro;290;OCEANFREIGHT / LCL
4876/22;01/12/2022;16/06/2023;Agenciamento;813,43;OCEANFREIGHT / FCL
1331/23;24/03/2023;16/06/2023;Desembaraço;2993;OCEANFREIGHT / FCL
1382/23;29/03/2023;16/06/2023;Desembaraço;1050;OCEANFREIGHT / LCL
1600/23;13/04/2023;16/06/2023;Desembaraço;1550;OCEANFREIGHT / FCL
325/23;25/01/2023;16/06/2023;Desembaraço;924;OCEANFREIGHT / LCL
4876/22;01/12/2022;16/06/2023;Desembaraço;1320;OCEANFREIGHT / FCL
752/23;23/02/2023;16/06/2023;Desembaraço;1730;OCEANFREIGHT / LCL
928/23;07/03/2023;16/06/2023;Desembaraço;924;OCEANFREIGHT / LCL
1331/23;24/03/2023;16/06/2023;Seguro;1374;OCEANFREIGHT / FCL
1382/23;29/03/2023;16/06/2023;Seguro;282;OCEANFREIGHT / LCL
4876/22;01/12/2022;16/06/2023;Seguro;595;OCEANFREIGHT / FCL
2314/23;24/05/2023;16/06/2023;Trading;2538;
2652/23;13/06/2023;16/06/2023;Trading;6026;OCEANFREIGHT
2664/23;13/06/2023;16/06/2023;Trading;5280;OCEANFREIGHT
1041/23;14/03/2023;19/06/2023;Agenciamento;1941,94;OCEANFREIGHT / FCL
1360/23;28/03/2023;19/06/2023;Agenciamento;1473,2;OCEANFREIGHT / FCL
1560/23;11/04/2023;19/06/2023;Agenciamento;1309,94;OCEANFREIGHT / FCL
1562/23;11/04/2023;19/06/2023;Agenciamento;1341,73;OCEANFREIGHT / FCL
1656/23;17/04/2023;19/06/2023;Agenciamento;1355,69;AIRFREIGHT
2361/23;25/05/2023;19/06/2023;Agenciamento;1509,64;AIRFREIGHT
244/23;20/01/2023;19/06/2023;Agenciamento;3093,2;OCEANFREIGHT / FCL
1041/23;14/03/2023;19/06/2023;Desembaraço;1056;OCEANFREIGHT / FCL
1057/23;15/03/2023;19/06/2023;Desembaraço;998;OCEANFREIGHT / FCL
1360/23;28/03/2023;19/06/2023;Desembaraço;1056;OCEANFREIGHT / FCL
1432/23;30/03/2023;19/06/2023;Desembaraço;1320;OCEANFREIGHT / LCL
1435/23;30/03/2023;19/06/2023;Desembaraço;1320;OCEANFREIGHT / LCL
1443/23;31/03/2023;19/06/2023;Desembaraço;998;OCEANFREIGHT / LCL
1656/23;17/04/2023;19/06/2023;Desembaraço;1820;AIRFREIGHT
2295/23;23/05/2023;19/06/2023;Desembaraço;3300;AIRFREIGHT
2361/23;25/05/2023;19/06/2023;Desembaraço;1820;AIRFREIGHT
244/23;20/01/2023;19/06/2023;Desembaraço;4040;OCEANFREIGHT / FCL
2715/23;15/06/2023;19/06/2023;Desembaraço;1320;
2724/23;16/06/2023;19/06/2023;Desembaraço;1778;OCEANFREIGHT
2736/23;16/06/2023;19/06/2023;Desembaraço;1320;OCEANFREIGHT / FCL
2739/23;19/06/2023;19/06/2023;Desembaraço;1980;OCEANFREIGHT
2741/23;19/06/2023;19/06/2023;Desembaraço;1320;OCEANFREIGHT
4680/22;21/11/2022;19/06/2023;Desembaraço;2040;RODOVIARIO
803/23;28/02/2023;19/06/2023;Desembaraço;990;OCEANFREIGHT / FCL
1041/23;14/03/2023;19/06/2023;Seguro;281;OCEANFREIGHT / FCL
1360/23;28/03/2023;19/06/2023;Seguro;604;OCEANFREIGHT / FCL
2715/23;15/06/2023;19/06/2023;Seguro;359;
2724/23;16/06/2023;19/06/2023;Seguro;1403;OCEANFREIGHT
2736/23;16/06/2023;19/06/2023;Seguro;856;OCEANFREIGHT / FCL
2739/23;19/06/2023;19/06/2023;Seguro;265;OCEANFREIGHT
2741/23;19/06/2023;19/06/2023;Seguro;258;OCEANFREIGHT
4680/22;21/11/2022;19/06/2023;Seguro;1405;RODOVIARIO
244/23;20/01/2023;19/06/2023;Trading;6822;OCEANFREIGHT / FCL
2623/23;09/06/2023;19/06/2023;Trading;6404;OCEANFREIGHT
2660/23;13/06/2023;19/06/2023;Trading;1320;OCEANFREIGHT
2690/23;14/06/2023;19/06/2023;Trading;3825;OCEANFREIGHT
4680/22;21/11/2022;19/06/2023;Trading;34137;RODOVIARIO
1147/23;21/03/2023;20/06/2023;Agenciamento;1608,9;OCEANFREIGHT / FCL
1148/23;21/03/2023;20/06/2023;Agenciamento;1608,9;OCEANFREIGHT / FCL
1434/23;30/03/2023;20/06/2023;Agenciamento;3003,61;OCEANFREIGHT / FCL
1538/23;10/04/2023;20/06/2023;Agenciamento;2674,23;OCEANFREIGHT / FCL
1595/23;12/04/2023;20/06/2023;Agenciamento;1249,92;OCEANFREIGHT / LCL
1617/23;13/04/2023;20/06/2023;Agenciamento;1170,8;OCEANFREIGHT / LCL
1624/23;14/04/2023;20/06/2023;Agenciamento;3261,1;OCEANFREIGHT / LCL
1717/23;19/04/2023;20/06/2023;Agenciamento;1714,95;OCEANFREIGHT / FCL
1916/23;04/05/2023;20/06/2023;Agenciamento;1963,09;OCEANFREIGHT / FCL
IA0259-23;29/05/2023;20/06/2023;Agenciamento;1375,06;AIRFREIGHT
IM0656-23;27/04/2023;20/06/2023;Agenciamento;1180;OCEANFREIGHT / FCL
1038/23;14/03/2023;20/06/2023;Desembaraço;924;OCEANFREIGHT / FCL
1054/23;15/03/2023;20/06/2023;Desembaraço;889;OCEANFREIGHT / FCL
1261/23;24/03/2023;20/06/2023;Desembaraço;906;OCEANFREIGHT / FCL
1412/23;30/03/2023;20/06/2023;Desembaraço;889;OCEANFREIGHT / FCL
1444/23;31/03/2023;20/06/2023;Desembaraço;998;OCEANFREIGHT / FCL
1482/23;04/04/2023;20/06/2023;Desembaraço;1620;OCEANFREIGHT / FCL
1538/23;10/04/2023;20/06/2023;Desembaraço;1720;OCEANFREIGHT / FCL
1582/23;12/04/2023;20/06/2023;Desembaraço;1320;OCEANFREIGHT / FCL
1598/23;13/04/2023;20/06/2023;Desembaraço;1788;OCEANFREIGHT / FCL
1617/23;13/04/2023;20/06/2023;Desembaraço;1320;OCEANFREIGHT / LCL
1624/23;14/04/2023;20/06/2023;Desembaraço;1320;OCEANFREIGHT / LCL
180/23;16/01/2023;20/06/2023;Desembaraço;1380;OCEANFREIGHT / FCL
1912/23;04/05/2023;20/06/2023;Desembaraço;2050;OCEANFREIGHT / FCL
2108/23;16/05/2023;20/06/2023;Desembaraço;2280;AIRFREIGHT
2243/23;22/05/2023;20/06/2023;Desembaraço;2050;OCEANFREIGHT / FCL
2536/23;06/06/2023;20/06/2023;Desembaraço;1320;AIRFREIGHT
2619/23;09/06/2023;20/06/2023;Desembaraço;1188;OCEANFREIGHT / FCL
2643/23;12/06/2023;20/06/2023;Desembaraço;924;AIRFREIGHT
838/23;02/03/2023;20/06/2023;Desembaraço;924;OCEANFREIGHT / FCL
850/23;03/03/2023;20/06/2023;Desembaraço;1320;OCEANFREIGHT / FCL
917/23;07/03/2023;20/06/2023;Desembaraço;1410;OCEANFREIGHT / LCL
929/23;08/03/2023;20/06/2023;Desembaraço;1320;OCEANFREIGHT / FCL
1482/23;04/04/2023;20/06/2023;Seguro;2513;OCEANFREIGHT / FCL
1538/23;10/04/2023;20/06/2023;Seguro;1656;OCEANFREIGHT / FCL
180/23;16/01/2023;20/06/2023;Seguro;1131;OCEANFREIGHT / FCL
2108/23;16/05/2023;20/06/2023;Seguro;254;AIRFREIGHT
850/23;03/03/2023;20/06/2023;Seguro;307;OCEANFREIGHT / FCL
917/23;07/03/2023;20/06/2023;Seguro;414;OCEANFREIGHT / LCL
1052/23;15/03/2023;20/06/2023;Trading;1320;OCEANFREIGHT / FCL
2506/23;05/06/2023;20/06/2023;Trading;1320;OCEANFREIGHT
2591/23;07/06/2023;20/06/2023;Trading;1320;OCEANFREIGHT
1554/23;10/04/2023;21/06/2023;Agenciamento;3131,66;OCEANFREIGHT / LCL
1604/23;13/04/2023;21/06/2023;Agenciamento;1179,59;OCEANFREIGHT / LCL
1612/23;13/04/2023;21/06/2023;Agenciamento;1342,71;OCEANFREIGHT / FCL
1908/23;04/05/2023;21/06/2023;Agenciamento;978,76;OCEANFREIGHT / LCL
2000/23;10/05/2023;21/06/2023;Agenciamento;2681,46;AIRFREIGHT
2058/23;12/05/2023;21/06/2023;Agenciamento;1612,55;OCEANFREIGHT / FCL
2389/23;26/05/2023;21/06/2023;Agenciamento;13609,78;AIRFREIGHT
IM0491-23;30/03/2023;21/06/2023;Agenciamento;1006,09;OCEANFREIGHT / LCL
IM0540-23;11/04/2023;21/06/2023;Agenciamento;2002,89;OCEANFREIGHT
IM0761-23;16/05/2023;21/06/2023;Agenciamento;1875,9;OCEANFREIGHT
IM0763-23;16/05/2023;21/06/2023;Agenciamento;1385,89;OCEANFREIGHT
OC0504/23;17/04/2023;21/06/2023;Agenciamento;1237,51;OCEANFREIGHT / FCL
OC0541/23;13/04/2023;21/06/2023;Agenciamento;3277,57;OCEANFREIGHT / FCL
OE0283/23;08/03/2023;21/06/2023;Agenciamento;1138,46;OCEANFREIGHT / LCL
OP0075/23;02/03/2023;21/06/2023;Agenciamento;1483;OCEANFREIGHT / FCL
1317/23;24/03/2023;21/06/2023;Desembaraço;726;RODOVIARIO
1434/23;30/03/2023;21/06/2023;Desembaraço;1320;OCEANFREIGHT / FCL
1452/23;31/03/2023;21/06/2023;Desembaraço;1320;OCEANFREIGHT / LCL
1528/23;06/04/2023;21/06/2023;Desembaraço;1320;OCEANFREIGHT / FCL
1536/23;10/04/2023;21/06/2023;Desembaraço;850;OCEANFREIGHT / FCL
1554/23;10/04/2023;21/06/2023;Desembaraço;1898;OCEANFREIGHT / LCL
1612/23;13/04/2023;21/06/2023;Desembaraço;1320;OCEANFREIGHT / FCL
