processo;dt_abertura;dt_faturamento;servico;vlr_faturamento;modal
9041/24;08/05/2024;12/08/2024;Desembaraço;1271;OCEANFREIGHT / FCL
9042/24;08/05/2024;12/08/2024;Desembaraço;1271;OCEANFREIGHT / FCL
9208/24;15/05/2024;12/08/2024;Desembaraço;2024;OCEANFREIGHT / LCL
9348/24;21/05/2024;12/08/2024;Desembaraço;1666;OCEANFREIGHT / FCL
9576/24;03/06/2024;12/08/2024;Desembaraço;988;OCEANFREIGHT / FCL
9598/24;04/06/2024;12/08/2024;Desembaraço;706;RODOVIARIO
9729/24;10/06/2024;12/08/2024;Desembaraço;1327;OCEANFREIGHT / FCL
10187/24;27/06/2024;12/08/2024;Seguro;322;AIRFREIGHT
10240/24;28/06/2024;12/08/2024;Seguro;1395;OCEANFREIGHT
10527/24;11/07/2024;12/08/2024;Seguro;305;AIRFREIGHT
10783/24;24/07/2024;12/08/2024;Seguro;330;AIRFREIGHT
11134/24;12/08/2024;12/08/2024;Seguro;1398;RODOVIARIO
7879/24;25/03/2024;12/08/2024;Seguro;259;OCEANFREIGHT / LCL
9208/24;15/05/2024;12/08/2024;Seguro;260;OCEANFREIGHT / LCL
10040/24;20/06/2024;12/08/2024;Trading;1607;OCEANFREIGHT / FCL
10229/24;28/06/2024;12/08/2024;Trading;6505;OCEANFREIGHT
10258/24;28/06/2024;12/08/2024;Trading;5191;OCEANFREIGHT
10381/24;04/07/2024;12/08/2024;Trading;7622;AIRFREIGHT
10401/24;05/07/2024;12/08/2024;Trading;1607;AIRFREIGHT
11018/24;05/08/2024;12/08/2024;Trading;4176;AIRFREIGHT
8557/24;22/04/2024;12/08/2024;Trading;5843;OCEANFREIGHT / FCL
9095/24;10/05/2024;12/08/2024;Trading;5843;OCEANFREIGHT / FCL
11032/24;05/08/2024;13/08/2024;Agenciamento;1359,74;AIRFREIGHT
9298/24;17/05/2024;13/08/2024;Agenciamento;879,2;OCEANFREIGHT / LCL
9360/24;22/05/2024;13/08/2024;Agenciamento;1452,62;OCEANFREIGHT / LCL
OC0693/24;22/03/2024;13/08/2024;Agenciamento;4062,69;OCEANFREIGHT / FCL
OC0868/24;21/04/2024;13/08/2024;Agenciamento;953,26;OCEANFREIGHT / FCL
10537/24;11/07/2024;13/08/2024;Desembaraço;1412;AIRFREIGHT
10544/24;12/07/2024;13/08/2024;Desembaraço;1200;RODOVIARIO
10661/24;18/07/2024;13/08/2024;Desembaraço;777;AIRFREIGHT
10757/24;23/07/2024;13/08/2024;Desembaraço;1399;OCEANFREIGHT / LCL
10847/24;26/07/2024;13/08/2024;Desembaraço;2952;OCEANFREIGHT
11160/24;13/08/2024;13/08/2024;Desembaraço;792;OCEANFREIGHT
11161/24;13/08/2024;13/08/2024;Desembaraço;792;OCEANFREIGHT
11163/24;13/08/2024;13/08/2024;Desembaraço;2245;OCEANFREIGHT
11164/24;13/08/2024;13/08/2024;Desembaraço;1412;RODOVIARIO
11166/24;13/08/2024;13/08/2024;Desembaraço;1399;OCEANFREIGHT
8243/24;09/04/2024;13/08/2024;Desembaraço;2398;OCEANFREIGHT / LCL
8748/24;30/04/2024;13/08/2024;Desembaraço;998;OCEANFREIGHT / FCL
8827/24;02/05/2024;13/08/2024;Desembaraço;726;RODOVIARIO
8843/24;02/05/2024;13/08/2024;Desembaraço;726;RODOVIARIO
8946/24;03/05/2024;13/08/2024;Desembaraço;726;RODOVIARIO
9233/24;15/05/2024;13/08/2024;Desembaraço;1470;AIRFREIGHT
9298/24;17/05/2024;13/08/2024;Desembaraço;1412;OCEANFREIGHT / LCL
9346/24;21/05/2024;13/08/2024;Desembaraço;1412;OCEANFREIGHT / LCL
9360/24;22/05/2024;13/08/2024;Desembaraço;1412;OCEANFREIGHT / LCL
9401/24;23/05/2024;13/08/2024;Desembaraço;1109;OCEANFREIGHT / LCL
9896/24;14/06/2024;13/08/2024;Desembaraço;1412;OCEANFREIGHT / FCL
10847/24;26/07/2024;13/08/2024;Seguro;1136;OCEANFREIGHT
11163/24;13/08/2024;13/08/2024;Seguro;2279;OCEANFREIGHT
11164/24;13/08/2024;13/08/2024;Seguro;1242;RODOVIARIO
11166/24;13/08/2024;13/08/2024;Seguro;841;OCEANFREIGHT
8243/24;09/04/2024;13/08/2024;Seguro;308;OCEANFREIGHT / LCL
9233/24;15/05/2024;13/08/2024;Seguro;312;AIRFREIGHT
9896/24;14/06/2024;13/08/2024;Seguro;1443;OCEANFREIGHT / FCL
10187/24;27/06/2024;13/08/2024;Trading;1607;AIRFREIGHT
10255/24;28/06/2024;13/08/2024;Trading;707;AIRFREIGHT
10783/24;24/07/2024;13/08/2024;Trading;3065;AIRFREIGHT
10857/24;26/07/2024;13/08/2024;Trading;6683;OCEANFREIGHT
11021/24;05/08/2024;13/08/2024;Trading;4114;OCEANFREIGHT
11121/24;09/08/2024;13/08/2024;Trading;3243;OCEANFREIGHT
11134/24;12/08/2024;13/08/2024;Trading;1412;RODOVIARIO
9871/24;13/06/2024;13/08/2024;Trading;997;OCEANFREIGHT / LCL
10770/24;23/07/2024;14/08/2024;Agenciamento;1716,87;AIRFREIGHT
10875/24;29/07/2024;14/08/2024;Agenciamento;1647,42;AIRFREIGHT
9038/24;08/05/2024;14/08/2024;Agenciamento;1521,04;OCEANFREIGHT / FCL
9856/24;13/06/2024;14/08/2024;Agenciamento;1275,73;OCEANFREIGHT / FCL
IM0782-24;22/05/2024;14/08/2024;Agenciamento;851,61;OCEANFREIGHT / FCL
OC1112/24;05/06/2024;14/08/2024;Agenciamento;1808,95;OCEANFREIGHT / FCL
OE0934/24;22/07/2024;14/08/2024;Agenciamento;4434,24;AIRFREIGHT
OE1442/24;09/08/2024;14/08/2024;Agenciamento;1683,27;AIRFREIGHT
10330/24;02/07/2024;14/08/2024;Desembaraço;1258;OCEANFREIGHT / FCL
10545/24;12/07/2024;14/08/2024;Desembaraço;1200;RODOVIARIO
10765/24;23/07/2024;14/08/2024;Desembaraço;777;AIRFREIGHT
10805/24;25/07/2024;14/08/2024;Desembaraço;1611;RODOVIARIO
10817/24;25/07/2024;14/08/2024;Desembaraço;1912;AIRFREIGHT
10875/24;29/07/2024;14/08/2024;Desembaraço;1912;AIRFREIGHT
10948/24;31/07/2024;14/08/2024;Desembaraço;1271;RODOVIARIO
11190/24;14/08/2024;14/08/2024;Desembaraço;1896;AIRFREIGHT
11191/24;14/08/2024;14/08/2024;Desembaraço;1412;RODOVIARIO
11192/24;14/08/2024;14/08/2024;Desembaraço;1669;OCEANFREIGHT
8677/24;29/04/2024;14/08/2024;Desembaraço;1412;OCEANFREIGHT / FCL
8874/24;03/05/2024;14/08/2024;Desembaraço;726;RODOVIARIO
9031/24;08/05/2024;14/08/2024;Desembaraço;988;OCEANFREIGHT / FCL
9038/24;08/05/2024;14/08/2024;Desembaraço;998;OCEANFREIGHT / FCL
9353/24;21/05/2024;14/08/2024;Desembaraço;1856;OCEANFREIGHT / LCL
9577/24;03/06/2024;14/08/2024;Desembaraço;2599;OCEANFREIGHT / LCL
9891/24;14/06/2024;14/08/2024;Desembaraço;1765;OCEANFREIGHT / FCL
10851/24;26/07/2024;14/08/2024;Seguro;1290;OCEANFREIGHT
11190/24;14/08/2024;14/08/2024;Seguro;311;AIRFREIGHT
11191/24;14/08/2024;14/08/2024;Seguro;1544;RODOVIARIO
11192/24;14/08/2024;14/08/2024;Seguro;1244;OCEANFREIGHT
9353/24;21/05/2024;14/08/2024;Seguro;315;OCEANFREIGHT / LCL
9577/24;03/06/2024;14/08/2024;Seguro;769;OCEANFREIGHT / LCL
9891/24;14/06/2024;14/08/2024;Seguro;1192;OCEANFREIGHT / FCL
11071/24;07/08/2024;14/08/2024;Trading;1412;RODOVIARIO
11164/24;13/08/2024;14/08/2024;Trading;1412;RODOVIARIO
11166/24;13/08/2024;14/08/2024;Trading;9848;OCEANFREIGHT
11192/24;14/08/2024;14/08/2024;Trading;12326;OCEANFREIGHT
9891/24;14/06/2024;14/08/2024;Trading;13757;OCEANFREIGHT / FCL
9896/24;14/06/2024;14/08/2024;Trading;12957;OCEANFREIGHT / FCL
10922/24;31/07/2024;15/08/2024;Agenciamento;1428,15;AIRFREIGHT
8022/24;28/03/2024;15/08/2024;Agenciamento;877,62;OCEANFREIGHT / LCL
9046/24;08/05/2024;15/08/2024;Agenciamento;2115,81;OCEANFREIGHT / FCL
9192/24;14/05/2024;15/08/2024;Agenciamento;3065,79;OCEANFREIGHT / FCL
9349/24;21/05/2024;15/08/2024;Agenciamento;3307,2;OCEANFREIGHT / FCL
9378/24;22/05/2024;15/08/2024;Agenciamento;3001,35;OCEANFREIGHT / FCL
9399/24;23/05/2024;15/08/2024;Agenciamento;2886,63;OCEANFREIGHT / FCL
9475/24;28/05/2024;15/08/2024;Agenciamento;1158,09;OCEANFREIGHT / FCL
9476/24;28/05/2024;15/08/2024;Agenciamento;1158,09;OCEANFREIGHT / FCL
9662/24;06/06/2024;15/08/2024;Agenciamento;1891,92;OCEANFREIGHT / LCL
9819/24;12/06/2024;15/08/2024;Agenciamento;2085,64;OCEANFREIGHT / FCL
9820/24;12/06/2024;15/08/2024;Agenciamento;2114,73;OCEANFREIGHT / FCL
9821/24;12/06/2024;15/08/2024;Agenciamento;7799,47;OCEANFREIGHT / FCL
9832/24;12/06/2024;15/08/2024;Agenciamento;1817,16;OCEANFREIGHT / FCL
IA0318-24;16/07/2024;15/08/2024;Agenciamento;636,71;AIRFREIGHT
IM0654-24;06/05/2024;15/08/2024;Agenciamento;7787;OCEANFREIGHT / FCL
IM0676-24;08/05/2024;15/08/2024;Agenciamento;3959,06;OCEANFREIGHT / FCL
IM1052-24;01/07/2024;15/08/2024;Agenciamento;3402,66;OCEANFREIGHT
IM1053-24;01/07/2024;15/08/2024;Agenciamento;2453,27;OCEANFREIGHT
IM1054-24;01/07/2024;15/08/2024;Agenciamento;2453,27;OCEANFREIGHT
IM1055-24;01/07/2024;15/08/2024;Agenciamento;2453,27;OCEANFREIGHT
IM1135-24;10/07/2024;15/08/2024;Agenciamento;2283,55;OCEANFREIGHT
IM1163-24;16/07/2024;15/08/2024;Agenciamento;2585,63;OCEANFREIGHT
OE0865/24;04/06/2024;15/08/2024;Agenciamento;3632,01;OCEANFREIGHT / FCL
10851/24;26/07/2024;15/08/2024;Desembaraço;4316;OCEANFREIGHT
11032/24;05/08/2024;15/08/2024;Desembaraço;1412;AIRFREIGHT
11225/24;15/08/2024;15/08/2024;Desembaraço;977;OCEANFREIGHT
11229/24;15/08/2024;15/08/2024;Desembaraço;1669;OCEANFREIGHT
11230/24;15/08/2024;15/08/2024;Desembaraço;1669;OCEANFREIGHT
11232/24;15/08/2024;15/08/2024;Desembaraço;1399;AIRFREIGHT
7601/24;12/03/2024;15/08/2024;Desembaraço;3177;OCEANFREIGHT / FCL
7855/24;22/03/2024;15/08/2024;Desembaraço;951;OCEANFREIGHT / FCL
8596/24;24/04/2024;15/08/2024;Desembaraço;1399;AIRFREIGHT
8803/24;02/05/2024;15/08/2024;Desembaraço;726;RODOVIARIO
8828/24;02/05/2024;15/08/2024;Desembaraço;726;RODOVIARIO
8947/24;03/05/2024;15/08/2024;Desembaraço;726;RODOVIARIO
9248/24;15/05/2024;15/08/2024;Desembaraço;1669;OCEANFREIGHT / FCL
9252/24;16/05/2024;15/08/2024;Desembaraço;2435;OCEANFREIGHT / LCL
9354/24;21/05/2024;15/08/2024;Desembaraço;951;OCEANFREIGHT / FCL
9475/24;28/05/2024;15/08/2024;Desembaraço;998;OCEANFREIGHT / FCL
9476/24;28/05/2024;15/08/2024;Desembaraço;998;OCEANFREIGHT / FCL
9647/24;05/06/2024;15/08/2024;Desembaraço;7813;AIRFREIGHT
9705/24;07/06/2024;15/08/2024;Desembaraço;1145;OCEANFREIGHT / FCL
9777/24;11/06/2024;15/08/2024;Desembaraço;998;OCEANFREIGHT / FCL
9819/24;12/06/2024;15/08/2024;Desembaraço;792;OCEANFREIGHT / FCL
9821/24;12/06/2024;15/08/2024;Desembaraço;792;OCEANFREIGHT / FCL
9832/24;12/06/2024;15/08/2024;Desembaraço;792;OCEANFREIGHT / FCL
9917/24;17/06/2024;15/08/2024;Desembaraço;988;OCEANFREIGHT / LCL
11032/24;05/08/2024;15/08/2024;Seguro;359;AIRFREIGHT
11229/24;15/08/2024;15/08/2024;Seguro;9327;OCEANFREIGHT
11230/24;15/08/2024;15/08/2024;Seguro;541;OCEANFREIGHT
11232/24;15/08/2024;15/08/2024;Seguro;2122;AIRFREIGHT
7601/24;12/03/2024;15/08/2024;Seguro;2057;OCEANFREIGHT / FCL
8596/24;24/04/2024;15/08/2024;Seguro;312;AIRFREIGHT
9248/24;15/05/2024;15/08/2024;Seguro;2394;OCEANFREIGHT / FCL
9252/24;16/05/2024;15/08/2024;Seguro;289;OCEANFREIGHT / LCL
9647/24;05/06/2024;15/08/2024;Seguro;287;AIRFREIGHT
10847/24;26/07/2024;15/08/2024;Trading;9053;OCEANFREIGHT
11190/24;14/08/2024;15/08/2024;Trading;3198;AIRFREIGHT
11191/24;14/08/2024;15/08/2024;Trading;1412;RODOVIARIO
11232/24;15/08/2024;15/08/2024;Trading;61758;AIRFREIGHT
9777/24;11/06/2024;15/08/2024;Trading;1173;OCEANFREIGHT / FCL
10640/24;17/07/2024;16/08/2024;Agenciamento;3037,76;AIRFREIGHT
9383/24;22/05/2024;16/08/2024;Agenciamento;2889,6;OCEANFREIGHT / FCL
IM1164-24;16/07/2024;16/08/2024;Agenciamento;2386,4;OCEANFREIGHT
IM1165-24;16/07/2024;16/08/2024;Agenciamento;2386,4;OCEANFREIGHT
OC1029/24;11/06/2024;16/08/2024;Agenciamento;4187,74;OCEANFREIGHT / FCL
OE1378/24;02/08/2024;16/08/2024;Agenciamento;1309,18;AIRFREIGHT
10276/24;01/07/2024;16/08/2024;Desembaraço;2960;OCEANFREIGHT / FCL
10996/24;02/08/2024;16/08/2024;Desembaraço;1208;RODOVIARIO
11028/24;05/08/2024;16/08/2024;Desembaraço;695;AIRFREIGHT
11152/24;12/08/2024;16/08/2024;Desembaraço;1200;RODOVIARIO
11268/24;16/08/2024;16/08/2024;Desembaraço;2245;OCEANFREIGHT
11270/24;16/08/2024;16/08/2024;Desembaraço;977;OCEANFREIGHT
11271/24;16/08/2024;16/08/2024;Desembaraço;977;OCEANFREIGHT
11273/24;16/08/2024;16/08/2024;Desembaraço;977;OCEANFREIGHT
11274/24;16/08/2024;16/08/2024;Desembaraço;977;OCEANFREIGHT
8065/24;01/04/2024;16/08/2024;Desembaraço;1271;OCEANFREIGHT / LCL
8203/24;08/04/2024;16/08/2024;Desembaraço;1271;OCEANFREIGHT / LCL
8289/24;10/04/2024;16/08/2024;Desembaraço;969;OCEANFREIGHT / FCL
8323/24;11/04/2024;16/08/2024;Desembaraço;1694;OCEANFREIGHT / LCL
8424/24;16/04/2024;16/08/2024;Desembaraço;847;OCEANFREIGHT / FCL
8581/24;23/04/2024;16/08/2024;Desembaraço;2201;OCEANFREIGHT / FCL
8611/24;25/04/2024;16/08/2024;Desembaraço;1692;OCEANFREIGHT / FCL
8697/24;29/04/2024;16/08/2024;Desembaraço;993;OCEANFREIGHT / FCL
8875/24;03/05/2024;16/08/2024;Desembaraço;726;RODOVIARIO
8949/24;03/05/2024;16/08/2024;Desembaraço;726;RODOVIARIO
8999/24;07/05/2024;16/08/2024;Desembaraço;2118;OCEANFREIGHT / FCL
9188/24;14/05/2024;16/08/2024;Desembaraço;951;OCEANFREIGHT / FCL
9735/24;10/06/2024;16/08/2024;Desembaraço;1258;OCEANFREIGHT / FCL
9823/24;12/06/2024;16/08/2024;Desembaraço;1190;OCEANFREIGHT / LCL
9988/24;18/06/2024;16/08/2024;Desembaraço;1812;OCEANFREIGHT / FCL
10099/24;25/06/2024;16/08/2024;Seguro;2209;OCEANFREIGHT / FCL
10313/24;02/07/2024;16/08/2024;Seguro;888;OCEANFREIGHT / FCL
11268/24;16/08/2024;16/08/2024;Seguro;1070;OCEANFREIGHT
8323/24;11/04/2024;16/08/2024;Seguro;295;OCEANFREIGHT / LCL
9988/24;18/06/2024;16/08/2024;Seguro;1969;OCEANFREIGHT / FCL
10240/24;28/06/2024;16/08/2024;Trading;11559;OCEANFREIGHT
10276/24;01/07/2024;16/08/2024;Trading;11018;OCEANFREIGHT / FCL
11093/24;08/08/2024;16/08/2024;Trading;9881;OCEANFREIGHT
11229/24;15/08/2024;16/08/2024;Trading;61520;OCEANFREIGHT
11230/24;15/08/2024;16/08/2024;Trading;4105;OCEANFREIGHT
8612/24;25/04/2024;16/08/2024;Trading;21025;OCEANFREIGHT / FCL
10401/24;05/07/2024;19/08/2024;Agenciamento;2450,74;AIRFREIGHT
5924/23;14/12/2023;19/08/2024;Agenciamento;11292,34;OCEANFREIGHT / LCL
8771/24;02/05/2024;19/08/2024;Agenciamento;4450,65;OCEANFREIGHT / LCL
9155/24;13/05/2024;19/08/2024;Agenciamento;2046,32;OCEANFREIGHT / LCL
9343/24;21/05/2024;19/08/2024;Agenciamento;5377,52;OCEANFREIGHT / LCL
9447/24;27/05/2024;19/08/2024;Agenciamento;5396,17;OCEANFREIGHT / FCL
9586/24;03/06/2024;19/08/2024;Agenciamento;1430,33;OCEANFREIGHT / LCL
9594/24;04/06/2024;19/08/2024;Agenciamento;3668,35;OCEANFREIGHT / LCL
9595/24;04/06/2024;19/08/2024;Agenciamento;2422,67;OCEANFREIGHT / LCL
9699/24;07/06/2024;19/08/2024;Agenciamento;1834,4;OCEANFREIGHT / FCL
9985/24;18/06/2024;19/08/2024;Agenciamento;2779,02;OCEANFREIGHT / LCL
IA0328-24;19/07/2024;19/08/2024;Agenciamento;1124,87;AIRFREIGHT
IM0853-24;03/06/2024;19/08/2024;Agenciamento;1117,49;OCEANFREIGHT / LCL
IM1056-24;01/07/2024;19/08/2024;Agenciamento;2453,27;OCEANFREIGHT
OE0570/24;19/08/2024;19/08/2024;Agenciamento;16010,25;OCEANFREIGHT / FCL
OE1401/24;26/07/2024;19/08/2024;Agenciamento;1520,13;AIRFREIGHT
10440/24;08/07/2024;19/08/2024;Desembaraço;3081;OCEANFREIGHT / FCL
10677/24;18/07/2024;19/08/2024;Desembaraço;1553;AIRFREIGHT
10754/24;23/07/2024;19/08/2024;Desembaraço;988;AIRFREIGHT
10815/24;25/07/2024;19/08/2024;Desembaraço;1145;AIRFREIGHT
10986/24;01/08/2024;19/08/2024;Desembaraço;695;AIRFREIGHT
11080/24;07/08/2024;19/08/2024;Desembaraço;918;AIRFREIGHT
11302/24;19/08/2024;19/08/2024;Desembaraço;2022;AIRFREIGHT
11303/24;19/08/2024;19/08/2024;Desembaraço;1639;OCEANFREIGHT
5204/23;26/10/2023;19/08/2024;Desembaraço;2901;OCEANFREIGHT / FCL
9007/24;07/05/2024;19/08/2024;Desembaraço;993;OCEANFREIGHT / FCL
9237/24;15/05/2024;19/08/2024;Desembaraço;933;OCEANFREIGHT / FCL
9383/24;22/05/2024;19/08/2024;Desembaraço;2435;OCEANFREIGHT / FCL
9447/24;27/05/2024;19/08/2024;Desembaraço;1412;OCEANFREIGHT / FCL
9591/24;03/06/2024;19/08/2024;Desembaraço;1669;OCEANFREIGHT / FCL
9699/24;07/06/2024;19/08/2024;Desembaraço;1412;OCEANFREIGHT / FCL
9820/24;12/06/2024;19/08/2024;Desembaraço;792;OCEANFREIGHT / FCL
9916/24;17/06/2024;19/08/2024;Desembaraço;1977;BREAK BULK
9970/24;18/06/2024;19/08/2024;Desembaraço;977;OCEANFREIGHT
11302/24;19/08/2024;19/08/2024;Seguro;601;AIRFREIGHT
11303/24;19/08/2024;19/08/2024;Seguro;292;OCEANFREIGHT
5204/23;26/10/2023;19/08/2024;Seguro;5273;OCEANFREIGHT / FCL
9383/24;22/05/2024;19/08/2024;Seguro;1597;OCEANFREIGHT / FCL
9970/24;18/06/2024;19/08/2024;Seguro;655;OCEANFREIGHT
10851/24;26/07/2024;19/08/2024;Trading;18065;OCEANFREIGHT
10953/24;01/08/2024;19/08/2024;Trading;10891;OCEANFREIGHT
11303/24;19/08/2024;19/08/2024;Trading;2363;OCEANFREIGHT
9353/24;21/05/2024;19/08/2024;Trading;2615;OCEANFREIGHT / LCL
9660/24;06/06/2024;20/08/2024;Agenciamento;1440,82;OCEANFREIGHT / LCL
IM1078-24;04/07/2024;20/08/2024;Agenciamento;3236,9;OCEANFREIGHT / FCL
IM1093-24;08/07/2024;20/08/2024;Agenciamento;2678,25;OCEANFREIGHT / FCL
IM1197-24;19/07/2024;20/08/2024;Agenciamento;2704,58;OCEANFREIGHT
IM1198-24;19/07/2024;20/08/2024;Agenciamento;2357,67;OCEANFREIGHT
IM1200-24;19/07/2024;20/08/2024;Agenciamento;2357,67;OCEANFREIGHT
10633/24;17/07/2024;20/08/2024;Desembaraço;988;AIRFREIGHT
10770/24;23/07/2024;20/08/2024;Desembaraço;1187;AIRFREIGHT
10778/24;23/07/2024;20/08/2024;Desembaraço;951;AIRFREIGHT
10939/24;31/07/2024;20/08/2024;Desembaraço;988;AIRFREIGHT
11126/24;09/08/2024;20/08/2024;Desembaraço;1399;OCEANFREIGHT / LCL
11346/24;20/08/2024;20/08/2024;Desembaraço;2245;
8460/24;17/04/2024;20/08/2024;Desembaraço;2872;OCEANFREIGHT / LCL
8829/24;02/05/2024;20/08/2024;Desembaraço;726;RODOVIARIO
8844/24;02/05/2024;20/08/2024;Desembaraço;726;RODOVIARIO
8912/24;03/05/2024;20/08/2024;Desembaraço;726;RODOVIARIO
8921/24;03/05/2024;20/08/2024;Desembaraço;726;RODOVIARIO
9046/24;08/05/2024;20/08/2024;Desembaraço;998;OCEANFREIGHT / FCL
9394/24;23/05/2024;20/08/2024;Desembaraço;1029;OCEANFREIGHT / FCL
9421/24;24/05/2024;20/08/2024;Desembaraço;2338;OCEANFREIGHT / FCL
9555/24;31/05/2024;20/08/2024;Desembaraço;988;BREAK BULK
9578/24;03/06/2024;20/08/2024;Desembaraço;988;OCEANFREIGHT / FCL
9726/24;10/06/2024;20/08/2024;Desembaraço;988;OCEANFREIGHT / LCL
10770/24;23/07/2024;20/08/2024;Seguro;317;AIRFREIGHT
11346/24;20/08/2024;20/08/2024;Seguro;687;
8460/24;17/04/2024;20/08/2024;Seguro;234;OCEANFREIGHT / LCL
11225/24;15/08/2024;20/08/2024;Trading;1722;OCEANFREIGHT
11274/24;16/08/2024;20/08/2024;Trading;979;OCEANFREIGHT
11302/24;19/08/2024;20/08/2024;Trading;11413;AIRFREIGHT
10693/24;19/07/2024;21/08/2024;Agenciamento;1169,31;AIRFREIGHT
11097/24;08/08/2024;21/08/2024;Agenciamento;2285,53;AIRFREIGHT
9047/24;08/05/2024;21/08/2024;Agenciamento;2693,58;OCEANFREIGHT / FCL
9352/24;21/05/2024;21/08/2024;Agenciamento;6528,56;OCEANFREIGHT / FCL
9388/24;23/05/2024;21/08/2024;Agenciamento;1470,29;OCEANFREIGHT / LCL
9773/24;11/06/2024;21/08/2024;Agenciamento;1128,49;OCEANFREIGHT / LCL
9774/24;11/06/2024;21/08/2024;Agenciamento;1015,94;OCEANFREIGHT / LCL
9799/24;11/06/2024;21/08/2024;Agenciamento;4477,5;OCEANFREIGHT / FCL
9802/24;11/06/2024;21/08/2024;Agenciamento;1076,22;OCEANFREIGHT / FCL
9904/24;17/06/2024;21/08/2024;Agenciamento;1691,35;OCEANFREIGHT / FCL
IM0506-24;03/04/2024;21/08/2024;Agenciamento;3359,04;OCEANFREIGHT / FCL
IM0646-24;30/04/2024;21/08/2024;Agenciamento;3884,34;OCEANFREIGHT / FCL
IM0924-24;11/06/2024;21/08/2024;Agenciamento;1177,16;OCEANFREIGHT / FCL
IM0959-24;14/06/2024;21/08/2024;Agenciamento;1616,4;OCEANFREIGHT
IM1016-24;25/06/2024;21/08/2024;Agenciamento;4181,08;OCEANFREIGHT / FCL
OC1052/24;28/05/2024;21/08/2024;Agenciamento;2234,98;OCEANFREIGHT / FCL
OC1053/24;29/05/2024;21/08/2024;Agenciamento;1218,32;OCEANFREIGHT / FCL
OC1054/24;29/05/2024;21/08/2024;Agenciamento;1218,07;OCEANFREIGHT / FCL
OC1055/24;29/05/2024;21/08/2024;Agenciamento;1421,6;OCEANFREIGHT / FCL
OE0731/24;31/05/2024;21/08/2024;Agenciamento;3388,93;OCEANFREIGHT / FCL
OE0874/24;02/08/2024;21/08/2024;Agenciamento;1951,84;AIRFREIGHT
10000/24;19/06/2024;21/08/2024;Desembaraço;1271;OCEANFREIGHT / FCL
10231/24;28/06/2024;21/08/2024;Desembaraço;1669;OCEANFREIGHT
10232/24;28/06/2024;21/08/2024;Desembaraço;1669;OCEANFREIGHT
10233/24;28/06/2024;21/08/2024;Desembaraço;1669;OCEANFREIGHT
10239/24;28/06/2024;21/08/2024;Desembaraço;1669;OCEANFREIGHT
10546/24;12/07/2024;21/08/2024;Desembaraço;1200;RODOVIARIO
10547/24;12/07/2024;21/08/2024;Desembaraço;1200;RODOVIARIO
10848/24;26/07/2024;21/08/2024;Desembaraço;1733;OCEANFREIGHT
11333/24;20/08/2024;21/08/2024;Desembaraço;1271;
11334/24;20/08/2024;21/08/2024;Desembaraço;1271;
11417/24;21/08/2024;21/08/2024;Desembaraço;1823;AIRFREIGHT
7602/24;12/03/2024;21/08/2024;Desembaraço;3177;OCEANFREIGHT / FCL
8876/24;03/05/2024;21/08/2024;Desembaraço;726;RODOVIARIO
9312/24;20/05/2024;21/08/2024;Desembaraço;1190;OCEANFREIGHT / LCL
9349/24;21/05/2024;21/08/2024;Desembaraço;2530;OCEANFREIGHT / FCL
10231/24;28/06/2024;21/08/2024;Seguro;503;OCEANFREIGHT
10232/24;28/06/2024;21/08/2024;Seguro;284;OCEANFREIGHT
10233/24;28/06/2024;21/08/2024;Seguro;507;OCEANFREIGHT
10239/24;28/06/2024;21/08/2024;Seguro;280;OCEANFREIGHT
10848/24;26/07/2024;21/08/2024;Seguro;1269;OCEANFREIGHT
11333/24;20/08/2024;21/08/2024;Seguro;1420;
11334/24;20/08/2024;21/08/2024;Seguro;1420;
11417/24;21/08/2024;21/08/2024;Seguro;2195;AIRFREIGHT
7602/24;12/03/2024;21/08/2024;Seguro;1246;OCEANFREIGHT / FCL
11160/24;13/08/2024;21/08/2024;Trading;2535;OCEANFREIGHT
11161/24;13/08/2024;21/08/2024;Trading;2609;OCEANFREIGHT
11268/24;16/08/2024;21/08/2024;Trading;16647;OCEANFREIGHT
11270/24;16/08/2024;21/08/2024;Trading;3874;OCEANFREIGHT
11273/24;16/08/2024;21/08/2024;Trading;860;OCEANFREIGHT
11346/24;20/08/2024;21/08/2024;Trading;19662;
11407/24;21/08/2024;21/08/2024;Trading;5901;RODOVIARIO
9835/24;12/06/2024;22/08/2024;Agenciamento;4267,02;OCEANFREIGHT / FCL
9836/24;12/06/2024;22/08/2024;Agenciamento;4267,02;OCEANFREIGHT / FCL
9851/24;13/06/2024;22/08/2024;Agenciamento;2246,79;OCEANFREIGHT / LCL
IM0722-24;15/05/2024;22/08/2024;Agenciamento;2926,01;OCEANFREIGHT / FCL
10234/24;28/06/2024;22/08/2024;Desembaraço;2054;OCEANFREIGHT
10405/24;05/07/2024;22/08/2024;Desembaraço;777;AIRFREIGHT
10640/24;17/07/2024;22/08/2024;Desembaraço;1399;AIRFREIGHT
10693/24;19/07/2024;22/08/2024;Desembaraço;1412;AIRFREIGHT
11029/24;05/08/2024;22/08/2024;Desembaraço;1792;AIRFREIGHT
11097/24;08/08/2024;22/08/2024;Desembaraço;1412;AIRFREIGHT
11103/24;08/08/2024;22/08/2024;Desembaraço;2477;OCEANFREIGHT / LCL
11299/24;19/08/2024;22/08/2024;Desembaraço;834;RODOVIARIO
